permalink,data_provider_category_HumanObservation,scientificName_HumanObservation,scientificNameID_HumanObservation,higherClassification_group_manual,Abundance,Biovolume,volume_imaged,date,gps_furuno_latitude,gps_furuno_longitude
http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T103729_IFCB102,Amphidinium,Amphidinium,urn:lsid:marinespecies.org:taxname:109473,Dinoflagellata,1,5495.193,3.9910188541666667,2018-02-01 10:37:00+00:00,40.8413,-70.8868
http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T103729_IFCB102,Apedinella,Apedinella,urn:lsid:marinespecies.org:taxname:248096,"other than diatoms,dinoflagellates,or haptophytes",1,276.126,3.9910188541666667,2018-02-01 10:37:00+00:00,40.8413,-70.8868
http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T103729_IFCB102,Bacillariophyceae,Bacillariophyceae,urn:lsid:marinespecies.org:taxname:148899,Bacillariophyceae,4,1806.066,3.9910188541666667,2018-02-01 10:37:00+00:00,40.8413,-70.8868
http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T103729_IFCB102,Calciosolenia brasiliensis,Calciosolenia brasiliensis,urn:lsid:marinespecies.org:taxname:555889,,1,410.61699999999996,3.9910188541666667,2018-02-01 10:37:00+00:00,40.8413,-70.8868
http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T103729_IFCB102,Chaetoceros,Chaetoceros,urn:lsid:marinespecies.org:taxname:148985,Bacillariophyceae,1,9386.327,3.9910188541666667,2018-02-01 10:37:00+00:00,40.8413,-70.8868
http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T103729_IFCB102,Corethron hystrix,Corethron hystrix,urn:lsid:marinespecies.org:taxname:179596,Bacillariophyceae,2,10624.717,3.9910188541666667,2018-02-01 10:37:00+00:00,40.8413,-70.8868
http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T103729_IFCB102,Cylindrotheca,Cylindrotheca,urn:lsid:marinespecies.org:taxname:149003,Bacillariophyceae,10,979.735,3.9910188541666667,2018-02-01 10:37:00+00:00,40.8413,-70.8868
http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T103729_IFCB102,Dactyliosolen blavyanus,Dactyliosolen blavyanus,urn:lsid:marinespecies.org:taxname:179786,Bacillariophyceae,1,12329.208,3.9910188541666667,2018-02-01 10:37:00+00:00,40.8413,-70.8868
http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T103729_IFCB102,Dactyliosolen fragilissimus,Dactyliosolen fragilissimus,urn:lsid:marinespecies.org:taxname:149310,Bacillariophyceae,1,5187.795999999999,3.9910188541666667,2018-02-01 10:37:00+00:00,40.8413,-70.8868
http://ifcb-data.whoi.edu/NESLTER_transect/D20180201T103729_IFCB102,Dictyocha,Dictyocha,urn:lsid:marinespecies.org:taxname:157258,"other than diatoms,dinoflagellates,or haptophytes",1,6697.055,3.9910188541666667,2018-02-01 10:37:00+00:00,40.8413,-70.8868
